,thumb-md (59).jpg,thumb-md - 2021-09-08T141901.932.jpg,thumb-md (18).jpg,thumb-md - 2021-09-08T141856.476.jpg,thumb-md (34).jpg,thumb-md (63).jpg,thumb-md (75).jpg,thumb-md (22).jpg,thumb-md (8).jpg,thumb-md - 2021-09-08T141902.210.jpg,thumb-md (55).jpg,thumb-md - 2021-09-08T141858.146.jpg,thumb-md (14).jpg,thumb-md (43).jpg,thumb-md (38).jpg,thumb-md (80).jpg,thumb-md - 2021-09-08T141858.594.jpg,thumb-md (96).jpg,thumb-md (79).jpg,thumb-md (4).jpg,thumb-md - 2021-09-08T141859.422.jpg,thumb-md (5).jpg,thumb-md (97).jpg,thumb-md (78).jpg,thumb-md (81).jpg,thumb-md (39).jpg,thumb-md (100).jpg,thumb-md (42).jpg,thumb-md (15).jpg,thumb-md (54).jpg,thumb-md (23).jpg,thumb-md (9).jpg,thumb-md (74).jpg,thumb-md - 2021-09-08T141744.720.jpg,thumb-md - 2021-09-08T141859.192.jpg,thumb-md (62).jpg,thumb-md (35).jpg,thumb-md - 2021-09-08T141857.477.jpg,thumb-md (19).jpg,thumb-md - 2021-09-08T141903.210.jpg,thumb-md (58).jpg,thumb-md (53).jpg,thumb-md (12).jpg,thumb-md - 2021-09-08T141901.004.jpg,thumb-md (45).jpg,thumb-md (86).jpg,thumb-md (69).jpg,thumb-md (90).jpg,thumb-md (28).jpg,thumb-md (2).jpg,thumb-md - 2021-09-08T141855.851.jpg,thumb-md - 2021-09-08T141900.228.jpg,thumb-md - 2021-09-08T141902.311.jpg,thumb-md (49).jpg,thumb-md - 2021-09-08T141858.939.jpg,thumb-md (32).jpg,thumb-md.jpg,thumb-md (65).jpg,thumb-md - 2021-09-08T141857.837.jpg,thumb-md (73).jpg,thumb-md (24).jpg,thumb-md - 2021-09-08T141856.956.jpg,thumb-md (25).jpg,thumb-md (72).jpg,thumb-md (64).jpg,thumb-md (33).jpg,thumb-md (48).jpg,thumb-md (29).jpg,thumb-md (3).jpg,thumb-md - 2021-09-08T141856.028.jpg,thumb-md (91).jpg,thumb-md (87).jpg,thumb-md (68).jpg,thumb-md (44).jpg,thumb-md (13).jpg,thumb-md - 2021-09-08T141901.606.jpg,thumb-md (52).jpg,thumb-md - 2021-09-08T141856.756.jpg,thumb-md (92).jpg,thumb-md (84).jpg,thumb-md (47).jpg,thumb-md (10).jpg,thumb-md (51).jpg,thumb-md (26).jpg,thumb-md (71).jpg,thumb-md (67).jpg,thumb-md (88).jpg,thumb-md (30).jpg,thumb-md - 2021-09-08T141859.712.jpg,thumb-md - 2021-09-08T141744.771.jpg,thumb-md - 2021-09-08T141858.459.jpg,thumb-md - 2021-09-08T141903.287.jpg,thumb-md - 2021-09-08T141857.609.jpg,thumb-md (31).jpg,thumb-md (66).jpg,thumb-md (89).jpg,thumb-md (70).jpg,thumb-md (27).jpg,thumb-md - 2021-09-08T141903.053.jpg,thumb-md - 2021-09-08T141855.651.jpg,thumb-md - 2021-09-08T141902.530.jpg,thumb-md (50).jpg,thumb-md (11).jpg,thumb-md - 2021-09-08T141859.932.jpg,thumb-md (46).jpg,thumb-md (85).jpg,thumb-md - 2021-09-08T141902.096.jpg,thumb-md (93).jpg,thumb-md (1).jpg,thumb-md (20).jpg,thumb-md (77).jpg,thumb-md (98).jpg,thumb-md (61).jpg,thumb-md (36).jpg,thumb-md - 2021-09-08T141855.542.jpg,thumb-md - 2021-09-08T141856.293.jpg,thumb-md (6).jpg,thumb-md (94).jpg,thumb-md (82).jpg,thumb-md - 2021-09-08T141901.247.jpg,thumb-md - 2021-09-08T141900.727.jpg,thumb-md (41).jpg,thumb-md - 2021-09-08T141744.666.jpg,thumb-md - 2021-09-08T141903.419.jpg,thumb-md (16).jpg,thumb-md - 2021-09-08T141857.256.jpg,thumb-md (57).jpg,thumb-md (56).jpg,thumb-md (17).jpg,thumb-md (40).jpg,thumb-md (83).jpg,thumb-md - 2021-09-08T141903.346.jpg,thumb-md - 2021-09-08T141900.440.jpg,thumb-md (95).jpg,thumb-md (7).jpg,thumb-md (37).jpg,thumb-md - 2021-09-08T141855.590.jpg,thumb-md (60).jpg,thumb-md (76).jpg,thumb-md (99).jpg,thumb-md (21).jpg
thumb-md (69).jpg,0.86401,0.47896388,0.6289104,0.49259445,0.7960706,0.9069602,0.69252783,0.62823665,0.5828139,0.521762,0.8612842,0.6246909,0.6815936,0.6972257,0.9134838,0.71614164,0.5601684,0.7551401,0.79084045,0.468281,0.51103187,0.60167575,0.7545318,0.9333608,0.7909851,0.5199409,0.81205,0.61798894,0.45055574,0.95514804,0.53741133,0.60417277,0.9815674,0.97949517,0.5992262,0.88133955,0.67660004,0.64711845,0.526458,0.55811024,0.7157092,0.9712318,0.5485067,0.53249294,0.8750478,0.7677424,0.9999997,0.8554645,0.4751975,0.5043491,0.55503136,0.54589605,0.54439485,0.4534012,0.6806339,0.66627735,0.52765095,0.6660307,0.5475773,0.79678,0.561685,0.59788084,0.5771902,0.64750427,0.72769743,0.6747837,0.66176814,0.5108617,0.5522059,0.47502625,0.71897984,0.89134604,0.6734285,0.78004867,0.52437794,0.67647743,0.5970812,0.45121205,0.9352123,0.8958869,0.9063668,0.54521054,0.78212184,0.5835993,0.7891808,0.95551795,0.7473652,0.45279586,0.53681016,0.85072035,0.80998033,0.58377975,0.5754589,0.58549136,0.74407154,0.5450276,0.897166,0.504238,0.52167255,0.58676565,0.6786131,0.8654088,0.55345637,0.6679157,0.6103867,0.6325569,0.6527266,0.7535038,0.51645756,0.5897453,0.70870125,0.91424304,0.96937764,0.8834684,0.46012166,0.65703094,0.61499,0.59881955,0.9525373,0.5757581,0.50496936,0.7916122,0.8201397,0.5875585,0.56214964,0.6381462,0.95211864,0.7978771,0.56017804,0.89275104,0.85628664,0.58979595,0.68584454,0.90793836,0.626044,0.57632583,0.550924,0.75141853,0.7133818,0.5419246,0.4712805
thumb-md (90).jpg,0.6603705,0.58069193,0.68242145,0.5689856,0.86198276,0.9441607,0.6526571,0.6676266,0.65101504,0.72820485,0.6836521,0.6239265,0.7037898,0.6952183,0.87053853,0.5573181,0.5198705,0.6941133,0.62447226,0.4823938,0.65588474,0.5299779,0.7517195,0.91177255,0.61375856,0.70972013,0.6241694,0.6520047,0.45060992,0.7773225,0.5291447,0.6776374,0.8228879,0.85933447,0.6249695,0.8312083,0.82737345,0.71644336,0.48214468,0.60041815,0.7355122,0.8003346,0.5887305,0.7432818,0.93263817,0.6252138,0.8554645,0.99999994,0.46503314,0.45626333,0.7870504,0.74224555,0.5352795,0.47903237,0.6608937,0.73028594,0.4501803,0.75367206,0.7221545,0.872705,0.54904425,0.78095424,0.64745295,0.6407844,0.57511413,0.7202997,0.65059286,0.4363101,0.55873764,0.57298815,0.7774604,0.77065164,0.5116166,0.6246724,0.4649649,0.7702272,0.6147124,0.51337343,0.8873912,0.8875977,0.8829359,0.5417277,0.71222186,0.6329739,0.6495539,0.858564,0.5891863,0.433394,0.76225436,0.9372983,0.81131357,0.57647425,0.57599616,0.6593532,0.62843835,0.6495997,0.78765976,0.5282445,0.74048704,0.74193025,0.834049,0.9751716,0.5701322,0.62972224,0.48498347,0.49735808,0.81256866,0.9285388,0.44904605,0.6748345,0.5870131,0.9348334,0.82373464,0.9570264,0.50486654,0.69896847,0.56852984,0.83275163,0.7681362,0.81668735,0.7793463,0.8358067,0.9572842,0.5731428,0.6076732,0.6621462,0.8735219,0.7290419,0.49133673,0.9071378,0.67168474,0.54164207,0.79226434,0.84222853,0.56616735,0.7032545,0.4631182,0.8387623,0.6938024,0.66735977,0.44801864
thumb-md (28).jpg,0.56214786,0.6254576,0.7272362,0.5531856,0.44829208,0.43777153,0.6557896,0.77511203,0.7556513,0.57831955,0.539741,0.427133,0.7964731,0.6574663,0.53044426,0.664955,0.6349984,0.7288528,0.5356169,0.9428673,0.5170332,0.8621155,0.5951176,0.42279097,0.6413058,0.533102,0.50892204,0.66912067,0.9583802,0.47866294,0.90871525,0.7518895,0.44793284,0.48818135,0.5182272,0.41610807,0.63905406,0.47372454,0.97842777,0.50254935,0.49031934,0.4738168,0.90308404,0.3965354,0.42481488,0.6860037,0.4751975,0.46503314,1.0,0.93198484,0.32183245,0.3548538,0.71649957,0.7157251,0.55550957,0.745981,0.96212846,0.50417715,0.29954898,0.40877688,0.8973661,0.26990438,0.75534016,0.6286798,0.47975302,0.74776036,0.70418894,0.9468493,0.8799786,0.53498226,0.6516025,0.45048523,0.6534304,0.66916716,0.978864,0.38136148,0.66240734,0.5302446,0.4579083,0.49739784,0.49695578,0.82754064,0.34383744,0.76987076,0.6385318,0.46044797,0.64519507,0.95233655,0.39128673,0.3700045,0.45574385,0.41770318,0.4698094,0.7529919,0.6173578,0.67135006,0.42172253,0.9895251,0.48981413,0.39705098,0.45994398,0.49222174,0.9255371,0.42522308,0.6302533,0.6617697,0.4175631,0.32629585,0.97810835,0.7609687,0.6432432,0.5182144,0.4838376,0.5013428,0.56660384,0.52517724,0.77909666,0.3907876,0.56746954,0.33798197,0.27326834,0.52347445,0.4695995,0.6364309,0.7989772,0.47240838,0.5142917,0.3498233,0.9289014,0.40510294,0.61510366,0.44588718,0.32234746,0.44355437,0.79145,0.6779957,0.60216737,0.34143183,0.65189755,0.7053915,0.9431969
thumb-md (2).jpg,0.59736985,0.74836177,0.63862133,0.6627665,0.47765753,0.43301338,0.7875537,0.6742561,0.6609462,0.6303244,0.60374296,0.5402734,0.7016393,0.72257257,0.55446196,0.7667781,0.7914781,0.7747142,0.63403714,0.96123993,0.60444045,0.82127213,0.6232764,0.42302883,0.7622533,0.54630095,0.58726954,0.69864315,0.9620666,0.51214826,0.793064,0.6552805,0.48393103,0.523495,0.68154883,0.4355409,0.67841387,0.5717462,0.9454328,0.6288755,0.5202893,0.50689393,0.785619,0.4486987,0.394484,0.8119209,0.5043491,0.45626333,0.93198484,0.99999994,0.3580833,0.39030802,0.8277805,0.8045587,0.7226492,0.65932107,0.94159424,0.51879203,0.3354857,0.43758112,0.7722974,0.3176021,0.6498986,0.774204,0.58763754,0.67214113,0.7458004,0.90054095,0.76646775,0.64501095,0.71178454,0.50729907,0.788251,0.7556944,0.9584616,0.51740175,0.73803383,0.6632406,0.5138638,0.50926274,0.51932836,0.71076435,0.3923071,0.6637963,0.7704432,0.46824577,0.77713656,0.97656816,0.42791808,0.35888177,0.552822,0.5445232,0.6005113,0.6548216,0.7528426,0.73029685,0.48703006,0.9057327,0.5361714,0.42223862,0.48548278,0.47496474,0.81504256,0.48563084,0.77441466,0.7825131,0.46734712,0.32428172,0.9500253,0.6583328,0.7895273,0.4962067,0.5273572,0.50018847,0.706505,0.6087356,0.7170665,0.36068994,0.5931954,0.4067908,0.31201825,0.50692075,0.43167138,0.7165002,0.69891906,0.5599397,0.535846,0.41374147,0.8620096,0.3899928,0.71098256,0.56175655,0.41652113,0.53808415,0.72385913,0.73767823,0.7669773,0.37610245,0.7223084,0.72098595,0.9771315
thumb-md - 2021-09-08T141855.851.jpg,0.43935996,0.6279457,0.63861537,0.7308562,0.55469906,0.7651404,0.50477046,0.5847183,0.63422096,0.80999666,0.495761,0.73211706,0.6078449,0.54957694,0.56079376,0.40499023,0.57052106,0.45725995,0.45469868,0.35913667,0.80381083,0.43664315,0.44086087,0.6992552,0.42429963,0.5454921,0.4636397,0.5092696,0.32680044,0.56096435,0.405505,0.64259297,0.5732,0.6384047,0.67140746,0.7068822,0.6646999,0.7770035,0.30081555,0.5836457,0.6422173,0.56708485,0.4885226,0.8850789,0.7447345,0.41977346,0.55503136,0.7870504,0.32183245,0.3580833,0.9999999,0.9756027,0.58267146,0.32276088,0.63619965,0.66340595,0.3363573,0.70775026,0.96134776,0.78257465,0.30021492,0.84202546,0.61849815,0.5169155,0.45739603,0.6172767,0.4935169,0.33686265,0.44873223,0.7397812,0.6399322,0.59695166,0.40814698,0.44116008,0.32921898,0.7873653,0.50360566,0.67242223,0.70760304,0.7426045,0.58317834,0.47396746,0.63939,0.598562,0.45323762,0.6576062,0.42816707,0.32977018,0.9761035,0.7810445,0.78050655,0.59408253,0.6787573,0.6413746,0.48115283,0.5540698,0.6369819,0.3763103,0.8982183,0.9548763,0.8382772,0.77927417,0.45449966,0.7752124,0.37946472,0.38369945,0.93317306,0.87602305,0.3119259,0.63352406,0.4066916,0.698035,0.61228395,0.7740414,0.6473861,0.7821143,0.493928,0.85604835,0.51520514,0.9651025,0.96696526,0.6856792,0.7895428,0.48908252,0.58516705,0.74019563,0.60299057,0.65758777,0.35221088,0.75297827,0.44904754,0.54157656,0.91564727,0.6606947,0.44874147,0.56147283,0.5264676,0.66319054,0.5390565,0.5235358,0.31924373
thumb-md - 2021-09-08T141900.228.jpg,0.49290922,0.65523005,0.6111499,0.78042465,0.48038375,0.74783856,0.51619154,0.5674863,0.6171732,0.82903826,0.542578,0.7765816,0.603843,0.57642865,0.5132734,0.46342996,0.6264346,0.4848295,0.50918186,0.3761248,0.8402358,0.4636986,0.42899814,0.6891871,0.46925324,0.48757163,0.5238921,0.53767794,0.3548494,0.57800436,0.42272392,0.62363684,0.5728859,0.6327933,0.6898376,0.7094687,0.65810233,0.76831234,0.32726485,0.5980094,0.66923046,0.5840745,0.49672157,0.897753,0.72275126,0.46089503,0.54589605,0.74224555,0.3548538,0.39030802,0.9756027,1.0000001,0.6461491,0.32487607,0.6549087,0.6417199,0.37712702,0.7311175,0.98788404,0.7752445,0.30612114,0.78476995,0.6023098,0.5306778,0.51954776,0.58779764,0.52492726,0.38227224,0.45544678,0.78723174,0.6642662,0.59453225,0.4711995,0.4941847,0.36372286,0.74619424,0.5302908,0.723223,0.6978253,0.7556253,0.52672696,0.4800461,0.6339937,0.58576894,0.4876934,0.65599257,0.47631228,0.3612609,0.9862188,0.7482354,0.773438,0.6172226,0.7252624,0.6266904,0.52906895,0.56382865,0.6436255,0.40196174,0.9105528,0.9763624,0.78543365,0.7603541,0.47758242,0.8276136,0.44018814,0.44221595,0.906842,0.8534237,0.34947178,0.6112986,0.44665673,0.69300085,0.62048954,0.7327451,0.7117987,0.8156036,0.48853585,0.86061263,0.5453814,0.9210476,0.94108933,0.70757306,0.7661745,0.5308478,0.57944715,0.76729095,0.5921955,0.6739354,0.3808462,0.7382919,0.49204037,0.5778129,0.88913035,0.6471589,0.450247,0.56656593,0.6030582,0.57556057,0.564103,0.5439169,0.3486157
thumb-md - 2021-09-08T141902.311.jpg,0.67851305,0.91994864,0.47724512,0.9305746,0.45118895,0.5404185,0.83615494,0.49273816,0.5066904,0.79776865,0.6968754,0.776067,0.54229003,0.81985635,0.492799,0.81838137,0.9570474,0.7930093,0.7213219,0.79286677,0.86817545,0.62262315,0.6218682,0.5206922,0.8089966,0.47287548,0.6915099,0.7918065,0.79110456,0.5894876,0.569765,0.5014663,0.5496371,0.5833045,0.87114626,0.56905025,0.7471162,0.70736367,0.710778,0.73382854,0.66240317,0.58887434,0.57954264,0.71064556,0.49841556,0.8297219,0.54439485,0.5352795,0.71649957,0.8277805,0.58267146,0.6461491,0.99999976,0.7212219,0.87536263,0.51300967,0.72372097,0.67400277,0.62990963,0.606253,0.50435036,0.44079635,0.48069698,0.8408621,0.6903539,0.50862175,0.80641884,0.6906277,0.5419148,0.9026886,0.8107161,0.57734007,0.8460536,0.8186985,0.73579013,0.67946243,0.8416816,0.91063946,0.6087248,0.6513271,0.46767688,0.5054387,0.5257829,0.48748323,0.8144823,0.55521905,0.8295432,0.8059092,0.6623187,0.49505934,0.69693655,0.6761134,0.77969223,0.49275747,0.8471535,0.81565964,0.5873692,0.68806607,0.7482365,0.690242,0.5457664,0.57774234,0.61965185,0.745861,0.835207,0.84368855,0.65439546,0.5040299,0.7157923,0.4944426,0.8300354,0.57629544,0.60367596,0.5425092,0.9341478,0.8524807,0.51365846,0.5382228,0.66314316,0.61034036,0.57193625,0.6633635,0.5235228,0.7941731,0.52932334,0.74023634,0.6123978,0.5904043,0.6293635,0.51006246,0.76208806,0.6928493,0.6254838,0.6026323,0.5108721,0.7925562,0.944762,0.36034316,0.8128335,0.7786176,0.8044154
thumb-md (49).jpg,0.48519054,0.74686164,0.34824407,0.5885782,0.53377676,0.39283705,0.7740654,0.36868224,0.3675783,0.6906249,0.50511444,0.5427048,0.4187122,0.7396877,0.5943777,0.6813927,0.7235759,0.7392086,0.58703417,0.77383506,0.56564456,0.51829773,0.8119233,0.35691884,0.6983209,0.77184576,0.46447083,0.7407709,0.78490096,0.3998462,0.48063844,0.36437303,0.40071118,0.41659293,0.68223745,0.32624933,0.723997,0.58289593,0.69146585,0.7684246,0.5844281,0.39186433,0.4978948,0.46451926,0.3418588,0.77652735,0.4534012,0.47903237,0.7157251,0.8045587,0.32276088,0.32487607,0.7212219,1.0000004,0.6878576,0.38455218,0.64935243,0.6150318,0.2615527,0.4297119,0.5225085,0.4595517,0.35776868,0.7466175,0.5464366,0.39286473,0.7571299,0.6442001,0.44118688,0.62108994,0.7041623,0.48545745,0.6831839,0.69655985,0.69253296,0.5356688,0.74376124,0.6418148,0.43580893,0.4455405,0.5705977,0.37736863,0.32951766,0.36445725,0.7678244,0.3495332,0.6989173,0.8131885,0.39655685,0.3050619,0.51678866,0.6164883,0.6148126,0.3551399,0.72486705,0.80672127,0.3818989,0.66874266,0.53267866,0.33986023,0.3713255,0.46105224,0.50957066,0.38088393,0.7395633,0.73235095,0.4861855,0.27797696,0.6872281,0.37841856,0.7841542,0.42035243,0.4158699,0.4295239,0.6631298,0.536307,0.42623833,0.28893843,0.4807835,0.4182915,0.32767817,0.47079694,0.36412603,0.8558295,0.39744356,0.50998306,0.56169546,0.3410099,0.58597547,0.3084621,0.6341686,0.63732034,0.39420018,0.5573912,0.43136454,0.7518425,0.6719229,0.49407583,0.71816427,0.74231267,0.8023222
thumb-md - 2021-09-08T141858.939.jpg,0.6850023,0.838099,0.4744513,0.86810607,0.68131137,0.6128935,0.8974128,0.46597272,0.47456372,0.7625544,0.7457356,0.84535456,0.49433547,0.7579094,0.6610024,0.7930363,0.9476439,0.73236394,0.77313507,0.65591043,0.786474,0.58288836,0.68744653,0.60080665,0.8173188,0.58638906,0.73792386,0.7030571,0.63570154,0.6917329,0.46127644,0.47671846,0.6755011,0.7129205,0.9765451,0.650824,0.76778096,0.87816864,0.60603887,0.80824596,0.6882768,0.6924412,0.4813622,0.69106287,0.57636064,0.84514916,0.6806339,0.6608937,0.55550957,0.7226492,0.63619965,0.6549087,0.87536263,0.6878576,0.99999964,0.5032338,0.6060586,0.66065943,0.63679415,0.70747954,0.45678926,0.5452241,0.44242555,0.88880754,0.7532644,0.530695,0.71681607,0.56257546,0.45594466,0.85290205,0.76225215,0.71272725,0.8183141,0.79397434,0.6128282,0.89499986,0.7628409,0.88623846,0.7536433,0.6789201,0.6453574,0.4216115,0.6338944,0.44549403,0.85243326,0.6347042,0.8399598,0.6589405,0.67992646,0.6103631,0.8820627,0.76864904,0.87073004,0.4532983,0.8675184,0.7565948,0.7322144,0.5365828,0.7382061,0.6711622,0.69675803,0.6528252,0.4925691,0.7678402,0.8266604,0.79815924,0.7274282,0.5765371,0.5908645,0.4729381,0.86163867,0.6241012,0.71253455,0.64041007,0.8894112,0.83026254,0.51691747,0.49405676,0.70802706,0.7257563,0.6083069,0.641512,0.5857436,0.796935,0.465847,0.8746983,0.71095234,0.7006169,0.5411431,0.580447,0.79379463,0.76930153,0.782748,0.7785434,0.51499444,0.756473,0.91661423,0.5878335,0.75723577,0.66251236,0.6776105
thumb-md (32).jpg,0.5138685,0.43696016,0.99128723,0.4934281,0.6303051,0.7155557,0.50868326,0.99088097,0.9867453,0.596065,0.5165456,0.465433,0.9878486,0.49899095,0.7136616,0.44571552,0.44528535,0.54373556,0.42925096,0.6738275,0.5201905,0.86365235,0.45696065,0.70074767,0.47218567,0.5174202,0.46771887,0.45487827,0.6551119,0.64154494,0.90717465,0.9914351,0.64222103,0.7085225,0.46381757,0.65854204,0.56460476,0.6217795,0.7529132,0.39746562,0.4804655,0.6431673,0.93678606,0.53495777,0.7133112,0.48296642,0.66627735,0.73028594,0.745981,0.65932107,0.66340595,0.6417199,0.51300967,0.38455218,0.5032338,1.0000001,0.7896117,0.5040711,0.59465563,0.61874753,0.8343714,0.5585086,0.98756796,0.46896747,0.3870926,0.9857391,0.5009443,0.77313566,0.9309499,0.47955528,0.56150484,0.5971386,0.43190292,0.48174363,0.7681671,0.5676454,0.4380189,0.42909044,0.67531896,0.67578125,0.70487034,0.9470663,0.5312562,0.98385966,0.47798872,0.70268846,0.46348244,0.6406179,0.65475273,0.6909472,0.66279817,0.3846382,0.4709268,0.9889542,0.4377725,0.44628435,0.62398034,0.7964844,0.64302707,0.64743084,0.80434954,0.72398484,0.9094114,0.55450374,0.34374535,0.38500845,0.6833947,0.6749213,0.7665938,0.9878541,0.4083023,0.7248519,0.6690523,0.8033838,0.43386626,0.56028765,0.91994226,0.64691585,0.6328979,0.6510954,0.57409066,0.57908946,0.7529482,0.42677426,0.9751808,0.6006544,0.61015487,0.52200973,0.8342649,0.71428365,0.50365895,0.3723253,0.6209896,0.60900503,0.90374976,0.4917448,0.40461946,0.6406486,0.5101723,0.4789074,0.63335836
thumb-md.jpg,0.6013123,0.57865703,0.78207934,0.5605306,0.46798563,0.43915945,0.6696928,0.8231928,0.8067602,0.5495619,0.5959732,0.49012002,0.8320109,0.5973027,0.55691355,0.68203235,0.66445076,0.674689,0.5861816,0.9057129,0.4983877,0.94159096,0.5315163,0.43892655,0.6628904,0.47385293,0.5802826,0.58561295,0.9141952,0.55846626,0.93357927,0.7985312,0.50964606,0.54978806,0.5634374,0.47723565,0.55660737,0.5412403,0.9740889,0.51904935,0.48740634,0.54115033,0.9148804,0.38336682,0.43015194,0.7016524,0.52765095,0.4501803,0.96212846,0.94159424,0.3363573,0.37712702,0.72372097,0.64935243,0.6060586,0.7896117,1.0000001,0.46695602,0.32297063,0.4399511,0.9010559,0.27872765,0.80013967,0.628849,0.54634374,0.80083364,0.6343668,0.97543615,0.9129472,0.5302752,0.59519464,0.52786726,0.6901499,0.67540467,0.99166465,0.4467088,0.5992193,0.53947055,0.52072716,0.5106142,0.5184682,0.8776016,0.41997957,0.81811845,0.64749306,0.50971407,0.6745929,0.91879797,0.40032566,0.38473016,0.5351682,0.4721725,0.541008,0.8009724,0.63260114,0.5771865,0.5171865,0.9508877,0.484176,0.41773006,0.517623,0.47465974,0.93628544,0.49576405,0.6441825,0.6651224,0.44795176,0.32351848,0.9938433,0.8012167,0.6522032,0.50995696,0.5570357,0.5102655,0.58075535,0.55828685,0.86670303,0.36332843,0.6193585,0.3572989,0.2591879,0.49264348,0.45444754,0.6296455,0.8468336,0.5528103,0.51377755,0.43275535,0.968727,0.43045148,0.64558095,0.5012783,0.38964579,0.50891894,0.8792926,0.58966315,0.65415555,0.37744105,0.6014005,0.5940131,0.91389066
thumb-md (65).jpg,0.74820876,0.6992635,0.46145108,0.674865,0.5819907,0.7540753,0.69211334,0.44962668,0.46570733,0.7973022,0.7799107,0.78084564,0.5116872,0.7866019,0.62307155,0.7231022,0.65011203,0.71092725,0.78707546,0.48112485,0.77473426,0.49230418,0.7612466,0.6992723,0.69446504,0.72670543,0.7477833,0.8071805,0.49361694,0.6949313,0.42420825,0.4722464,0.6765368,0.6664036,0.70858043,0.780307,0.7823305,0.6659502,0.4727809,0.7853104,0.9575065,0.68085897,0.4747648,0.8405977,0.75529623,0.6992159,0.6660307,0.75367206,0.50417715,0.51879203,0.70775026,0.7311175,0.67400277,0.6150318,0.66065943,0.5040711,0.46695602,1.0000002,0.73190325,0.88945687,0.43254754,0.7633053,0.46020794,0.6787033,0.79305446,0.4595704,0.76220655,0.5117681,0.4356527,0.66879857,0.799028,0.7596216,0.69548655,0.76541805,0.4876025,0.6605984,0.7552387,0.62032485,0.74905014,0.8595554,0.62261623,0.40432638,0.7183101,0.4580679,0.69724905,0.71973896,0.6968926,0.49994317,0.7168538,0.72363096,0.6701149,0.7859341,0.70435196,0.48240992,0.77860093,0.78071755,0.71944743,0.52678424,0.71315944,0.76114994,0.5673477,0.7913898,0.48845237,0.7290907,0.6987524,0.70354295,0.7868309,0.739013,0.482315,0.47526202,0.7064966,0.72997546,0.70905674,0.6622955,0.6330156,0.82194585,0.4497309,0.7934532,0.7336985,0.7019604,0.7459,0.8783734,0.7297662,0.7725405,0.4575257,0.61467123,0.7790625,0.8047328,0.48066074,0.7542039,0.7336786,0.7616757,0.7341713,0.74410945,0.44070613,0.7181871,0.6505023,0.6091105,0.7607301,0.7522059,0.48633572
thumb-md - 2021-09-08T141857.837.jpg,0.5180237,0.6474918,0.5668482,0.7762736,0.45437914,0.75450176,0.50897974,0.5205412,0.5675468,0.774774,0.563482,0.7614936,0.5575417,0.58628,0.47309524,0.47547752,0.61273736,0.48511276,0.51522356,0.32869825,0.84308517,0.40607515,0.3964981,0.70275533,0.4762936,0.41399294,0.54494536,0.54725397,0.3069576,0.5909262,0.36946255,0.5758686,0.58654505,0.6377164,0.66910976,0.7338797,0.640943,0.7210337,0.2795048,0.55004466,0.66728103,0.60099906,0.44139242,0.8898639,0.7362575,0.45165822,0.5475773,0.7221545,0.29954898,0.3354857,0.96134776,0.98788404,0.62990963,0.2615527,0.63679415,0.59465563,0.32297063,0.73190325,0.9999999,0.7843139,0.2515658,0.75563693,0.5522173,0.5292582,0.52366954,0.54243493,0.52963406,0.3238692,0.40352172,0.77445894,0.6594217,0.59073204,0.48105258,0.5050062,0.3114154,0.7220352,0.54586995,0.70324236,0.70039254,0.77378875,0.49164957,0.43124107,0.6506862,0.53661203,0.48014712,0.6764695,0.48631918,0.31021366,0.9576291,0.7656198,0.74523795,0.58567184,0.68312025,0.5778047,0.53836,0.55909157,0.65216905,0.34980068,0.8694508,0.9771124,0.7534157,0.75740755,0.4268415,0.83667696,0.4411246,0.45085055,0.8805783,0.8651462,0.29478997,0.5614097,0.44279307,0.6975689,0.6296564,0.71842885,0.690468,0.81403404,0.43322265,0.86459434,0.56087357,0.8961832,0.9384361,0.7285208,0.765921,0.47960174,0.5270339,0.729531,0.5934513,0.7021555,0.3233398,0.75761604,0.5026713,0.5464463,0.8789957,0.6254476,0.3953427,0.5570864,0.5942684,0.5354346,0.5780034,0.5376094,0.30023175
